	tree_id	species
2342	T_218421	Quercus ilex
2343	T_218435	Quercus ilex
2344	T_218438	Quercus ilex
2345	T_218458	Quercus ilex
2346	T_218495	Quercus ilex
2347	T_218502	Quercus ilex
2348	T_218504	Pinus pinaster
2349	T_218510	Quercus ilex
2350	T_218518	Pinus pinaster
2351	T_218523	Quercus ilex
2352	T_218532	Quercus ilex
2353	T_218555	Quercus ilex
2354	T_218598	Quercus ilex
2355	T_218621	Pinus pinaster
2356	T_218631	Quercus ilex
2357	T_218650	Quercus ilex
2358	T_218686	Pinus pinaster
2359	T_218701	Quercus ilex
2360	T_218706	Quercus ilex
2361	T_218711	Quercus ilex
2362	T_218717	Quercus ilex
2363	T_218740	Quercus ilex
2364	T_218745	Quercus ilex
2365	T_218759	Quercus ilex
2366	T_218784	Fagus sylvatica
2367	T_218817	Quercus ilex
2368	T_218858	Quercus ilex
2369	T_218879	Quercus ilex
2370	T_218905	Pinus pinaster
2371	T_218930	Quercus ilex
2372	T_218944	Quercus ilex
2373	T_218974	Quercus ilex
2374	T_218995	Quercus ilex
2375	T_219013	Quercus ilex
2376	T_219017	Pinus pinaster
2377	T_219018	Quercus ilex
2378	T_219023	Quercus ilex
2379	T_219024	Quercus ilex
2380	T_219034	Quercus ilex
2381	T_219055	Quercus ilex
2382	T_219071	Pinus pinaster
2383	T_219083	Quercus ilex
2384	T_219094	Pinus pinaster
2385	T_219098	Quercus ilex
2386	T_219107	Pinus pinaster
2387	T_219115	Quercus ilex
2388	T_219133	Quercus ilex
2389	T_219137	Quercus ilex
2390	T_219163	Quercus ilex
2391	T_219164	Quercus ilex
2392	T_219165	Quercus ilex
2393	T_219173	Quercus ilex
2394	T_219174	Quercus ilex
2395	T_219176	Quercus ilex
2396	T_219180	Quercus ilex
2397	T_219182	Quercus ilex
2398	T_219188	Quercus ilex
2399	T_219223	Quercus ilex
2400	T_219231	Quercus ilex
2401	T_219283	Pinus pinaster
2402	T_219294	Quercus ilex
2403	T_219301	Pinus pinaster
2404	T_219319	Pinus pinaster
2405	T_219326	Pinus pinaster
2406	T_219341	Quercus ilex
2407	T_219361	Pinus pinaster
2408	T_219362	Quercus ilex
2409	T_219365	Quercus ilex
2410	T_219376	Quercus ilex
2411	T_219380	Quercus ilex
2412	T_219392	Quercus ilex
2413	T_219394	Quercus ilex
2414	T_219423	Quercus ilex
2415	T_219459	Quercus ilex
2416	T_219486	Quercus ilex
2417	T_219510	Quercus ilex
2418	T_219572	Quercus ilex
2419	T_219597	Quercus ilex
2420	T_219635	Pinus pinaster
2421	T_219654	Quercus ilex
2422	T_219655	Quercus ilex
2423	T_219664	Quercus ilex
2424	T_219665	Pinus pinaster
2425	T_219676	Quercus ilex
2426	T_219680	Quercus ilex
2427	T_219687	Quercus ilex
2428	T_219692	Quercus ilex
2429	T_219693	Quercus ilex
2430	T_219697	Quercus ilex
2431	T_219700	Quercus ilex
2432	T_219717	Pinus pinaster
2433	T_219722	Pinus pinaster
2434	T_219723	Pinus pinaster
2435	T_219764	Pinus pinaster
2436	T_219772	Quercus ilex
2437	T_219773	Quercus ilex
2438	T_219787	Quercus ilex
2439	T_219789	Quercus ilex
2440	T_219796	Quercus ilex
2441	T_219806	Quercus ilex
2442	T_219842	Pinus pinaster
2443	T_219847	Quercus ilex
2444	T_219850	Pinus pinaster
2445	T_219869	Pinus pinaster
2446	T_219871	Quercus ilex
2447	T_219904	Quercus ilex
2448	T_219929	Quercus ilex
2449	T_219932	Pinus pinaster
2450	T_219944	Quercus ilex
2451	T_219949	Quercus ilex
2452	T_219985	Quercus ilex
2453	T_220003	Pinus pinaster
2454	T_220032	Quercus ilex
2455	T_220061	Quercus ilex
2456	T_220078	Quercus ilex
2457	T_220085	Quercus ilex
2458	T_220087	Quercus ilex
2459	T_220088	Quercus ilex
2460	T_220090	Quercus ilex
2461	T_220094	Quercus ilex
2462	T_220101	Quercus ilex
2463	T_220154	Pinus pinaster
2464	T_220158	Quercus ilex
2465	T_220165	Quercus ilex
2466	T_220186	Quercus ilex
2467	T_220192	Quercus ilex
2468	T_220211	Quercus ilex
2469	T_220244	Pinus pinaster
2470	T_220245	Quercus ilex
2471	T_220254	Pinus pinaster
2472	T_220273	Quercus ilex
2473	T_220286	Quercus ilex
2474	T_220294	Quercus ilex
2475	T_220337	Quercus ilex
2476	T_220379	Quercus ilex
2477	T_220410	Quercus ilex
2478	T_220428	Quercus ilex
2479	T_220429	Quercus ilex
2480	T_220526	Pinus pinaster
2481	T_220527	Quercus ilex
2482	T_220533	Quercus ilex
2483	T_220534	Pinus pinaster
2484	T_220557	Quercus ilex
2485	T_220559	Pinus pinaster
2486	T_220572	Quercus ilex
2487	T_220600	Quercus ilex
2488	T_220609	Quercus ilex
2489	T_220615	Pinus pinaster
2490	T_220618	Quercus ilex
2491	T_220623	Quercus ilex
2492	T_220636	Quercus ilex
2493	T_220637	Quercus ilex
2494	T_220646	Pinus pinaster
2495	T_220648	Pinus pinaster
2496	T_220660	Pinus pinaster
2497	T_220692	Quercus ilex
2498	T_220709	Quercus ilex
2499	T_220735	Quercus ilex
2500	T_220740	Quercus ilex
2501	T_220742	Quercus ilex
2502	T_220745	Quercus ilex
2503	T_220750	Quercus ilex
2504	T_220772	Quercus ilex
2505	T_220789	Quercus ilex
2506	T_220799	Quercus ilex
2507	T_220823	Quercus ilex
2508	T_220847	Quercus ilex
2509	T_220865	Quercus ilex
2510	T_220872	Quercus ilex
2511	T_220876	Quercus ilex
2512	T_220881	Pinus pinaster
2513	T_220893	Quercus ilex
2514	T_220895	Quercus ilex
2515	T_220911	Quercus ilex
2516	T_220918	Pinus pinaster
2517	T_220922	Quercus ilex
2518	T_220927	Quercus ilex
2519	T_220946	Quercus ilex
2520	T_220960	Quercus ilex
2521	T_220980	Quercus ilex
2522	T_220983	Quercus ilex
2523	T_220984	Quercus ilex
2524	T_221023	Fagus sylvatica
2525	T_221034	Pinus pinaster
2526	T_221073	Quercus ilex
2527	T_221076	Pinus pinaster
2528	T_221104	Fagus sylvatica
2529	T_221118	Quercus ilex
2530	T_221125	Fagus sylvatica
2531	T_221130	Fagus sylvatica
2532	T_221193	Pinus pinaster
2533	T_221220	Quercus ilex
2534	T_221229	Pinus pinaster
2535	T_221275	Quercus ilex
2536	T_221317	Pinus pinaster
2537	T_221349	Quercus ilex
2538	T_221351	Quercus ilex
2539	T_221358	Quercus ilex
2540	T_221361	Quercus ilex
2541	T_221394	Pinus pinaster
2542	T_221401	Quercus ilex
2543	T_221402	Pinus pinaster
2544	T_221413	Quercus ilex
2545	T_221424	Quercus ilex
2546	T_221430	Quercus ilex
2547	T_221443	Quercus ilex
2548	T_221447	Quercus ilex
2549	T_221456	Quercus ilex
2550	T_221461	Pinus pinaster
2551	T_221469	Quercus ilex
2552	T_221470	Quercus ilex
2553	T_221496	Quercus ilex
2554	T_221507	Quercus ilex
2555	T_221518	Pinus pinaster
2556	T_221521	Pinus pinaster
2557	T_221544	Quercus ilex
2558	T_221545	Quercus ilex
2559	T_221608	Quercus ilex
2560	T_221631	Quercus ilex
2561	T_221632	Fagus sylvatica
2562	T_221638	Quercus ilex
2563	T_221680	Pinus pinaster
2564	T_221704	Pinus pinaster
2565	T_221707	Quercus ilex
2566	T_221720	Pinus pinaster
2567	T_221742	Quercus ilex
2568	T_221747	Quercus ilex
2569	T_221750	Quercus ilex
2570	T_221814	Quercus ilex
2571	T_221828	Quercus ilex
2572	T_221837	Pinus pinaster
2573	T_221839	Pinus pinaster
2574	T_221846	Pinus pinaster
2575	T_221860	Quercus ilex
2576	T_221861	Quercus ilex
2577	T_221896	Quercus ilex
2578	T_221904	Quercus ilex
2579	T_221952	Pinus pinaster
2580	T_221957	Quercus ilex
2581	T_221964	Quercus ilex
2582	T_221970	Pinus pinaster
2583	T_221973	Pinus pinaster
2584	T_221975	Pinus pinaster
2585	T_221985	Pinus pinaster
2586	T_221990	Quercus ilex
2587	T_221999	Quercus ilex
2588	T_222031	Pinus pinaster
2589	T_222044	Pinus pinaster
2590	T_222053	Pinus pinaster
2591	T_222055	Quercus ilex
2592	T_222058	Quercus ilex
2593	T_222067	Quercus ilex
2594	T_222068	Pinus pinaster
2595	T_222148	Pinus pinaster
2596	T_222156	Pinus pinaster
2597	T_222174	Quercus ilex
2598	T_222180	Quercus ilex
2599	T_222184	Quercus ilex
2600	T_222187	Pinus pinaster
2601	T_222196	Quercus ilex
2602	T_222200	Quercus ilex
2603	T_222204	Quercus ilex
2604	T_222219	Quercus ilex
2605	T_222294	Pinus pinaster
2606	T_222295	Quercus ilex
2607	T_222296	Quercus ilex
2608	T_222307	Quercus ilex
2609	T_222316	Quercus ilex
2610	T_222343	Quercus ilex
2611	T_222369	Quercus ilex
2612	T_222396	Quercus ilex
2613	T_222400	Pinus pinaster
2614	T_222426	Quercus ilex
2615	T_222429	Quercus ilex
2616	T_222430	Quercus ilex
2617	T_222431	Quercus ilex
2618	T_222435	Quercus ilex
2619	T_222437	Quercus ilex
2620	T_222456	Pinus pinaster
2621	T_222507	Quercus ilex
2622	T_222514	Quercus ilex
2623	T_222542	Quercus ilex
2624	T_222543	Quercus ilex
2625	T_222576	Pinus pinaster
2626	T_222592	Pinus pinaster
2627	T_222608	Quercus ilex
2628	T_222614	Quercus ilex
2629	T_222630	Fagus sylvatica
2630	T_222665	Quercus ilex
2631	T_222671	Fagus sylvatica
2632	T_222738	Pinus pinaster
2633	T_222752	Pinus pinaster
2634	T_222756	Quercus ilex
2635	T_222763	Pinus pinaster
2636	T_222776	Pinus pinaster
2637	T_222782	Quercus ilex
2638	T_222800	Quercus ilex
2639	T_222817	Quercus ilex
2640	T_222822	Quercus ilex
2641	T_222842	Quercus ilex
2642	T_222894	Quercus ilex
2643	T_222903	Quercus ilex
2644	T_222976	Quercus ilex
2645	T_222988	Quercus ilex
2646	T_222998	Quercus ilex
2647	T_223000	Quercus ilex
2648	T_223019	Quercus ilex
2649	T_223038	Quercus ilex
2650	T_223045	Quercus ilex
2651	T_223083	Quercus ilex
2652	T_223107	Quercus ilex
2653	T_223134	Quercus ilex
2654	T_223153	Quercus ilex
2655	T_223171	Quercus ilex
2656	T_223181	Quercus ilex
2657	T_223197	Pinus pinaster
2658	T_223201	Quercus ilex
2659	T_223237	Pinus pinaster
2660	T_223255	Fagus sylvatica
2661	T_223294	Pinus pinaster
2662	T_223298	Pinus pinaster
2663	T_223344	Quercus ilex
2664	T_223369	Quercus ilex
2665	T_223415	Quercus ilex
2666	T_223421	Pinus pinaster
2667	T_223431	Pinus pinaster
2668	T_223453	Pinus pinaster
2669	T_223464	Quercus ilex
2670	T_223466	Quercus ilex
2671	T_223476	Quercus ilex
2672	T_223477	Quercus ilex
2673	T_223506	Pinus pinaster
2674	T_223507	Pinus pinaster
2675	T_223526	Quercus ilex
2676	T_223533	Pinus pinaster
2677	T_223549	Quercus ilex
2678	T_223574	Quercus ilex
2679	T_223590	Quercus ilex
2680	T_223597	Pinus pinaster
2681	T_223606	Quercus ilex
2682	T_223612	Pinus pinaster
2683	T_223639	Pinus pinaster
2684	T_223661	Quercus ilex
2685	T_223663	Quercus ilex
2686	T_223668	Quercus ilex
2687	T_223673	Pinus pinaster
2688	T_223685	Quercus ilex
2689	T_223744	Pinus pinaster
2690	T_223748	Quercus ilex
2691	T_223752	Quercus ilex
2692	T_223760	Quercus ilex
2693	T_223813	Quercus ilex
2694	T_223834	Quercus ilex
2695	T_223887	Quercus ilex
2696	T_223890	Quercus ilex
2697	T_223967	Pinus pinaster
2698	T_224034	Quercus ilex
2699	T_224040	Quercus ilex
2700	T_224046	Quercus ilex
2701	T_224049	Quercus ilex
2702	T_224096	Quercus ilex
2703	T_224107	Fagus sylvatica
2704	T_224118	Quercus ilex
2705	T_224164	Quercus ilex
2706	T_224190	Pinus pinaster
2707	T_224197	Fagus sylvatica
2708	T_224214	Quercus ilex
2709	T_224224	Fagus sylvatica
2710	T_224230	Fagus sylvatica
2711	T_224237	Pinus pinaster
2712	T_224271	Pinus pinaster
2713	T_224281	Quercus ilex
2714	T_224323	Quercus ilex
2715	T_224331	Quercus ilex
2716	T_224340	Quercus ilex
2717	T_224347	Quercus ilex
2718	T_224351	Quercus ilex
2719	T_224358	Quercus ilex
2720	T_224365	Pinus pinaster
2721	T_224366	Pinus pinaster
2722	T_224369	Quercus ilex
2723	T_224375	Quercus ilex
2724	T_224381	Quercus ilex
2725	T_224398	Pinus pinaster
2726	T_224402	Pinus pinaster
2727	T_224420	Quercus ilex
2728	T_224426	Quercus ilex
2729	T_224438	Quercus ilex
2730	T_224469	Pinus pinaster
2731	T_224475	Quercus ilex
2732	T_224516	Pinus pinaster
2733	T_224521	Quercus ilex
2734	T_224552	Pinus pinaster
2735	T_224555	Pinus pinaster
2736	T_224581	Pinus pinaster
2737	T_224583	Quercus ilex
2738	T_224621	Quercus ilex
2739	T_224623	Quercus ilex
2740	T_224639	Quercus ilex
2741	T_224643	Quercus ilex
2742	T_224677	Quercus ilex
2743	T_224682	Quercus ilex
2744	T_224688	Quercus ilex
2745	T_224689	Quercus ilex
2746	T_224716	Quercus ilex
2747	T_224728	Pinus pinaster
2748	T_224758	Quercus ilex
2749	T_224764	Pinus pinaster
2750	T_224772	Quercus ilex
2751	T_224785	Quercus ilex
2752	T_224794	Quercus ilex
2753	T_224797	Quercus ilex
2754	T_224800	Quercus ilex
2755	T_224832	Quercus ilex
2756	T_224833	Quercus ilex
2757	T_224842	Quercus ilex
2758	T_224852	Quercus ilex
2759	T_224859	Quercus ilex
2760	T_224868	Fagus sylvatica
2761	T_224880	Quercus ilex
2762	T_224935	Quercus ilex
2763	T_224940	Quercus ilex
2764	T_224966	Fagus sylvatica
2765	T_224976	Quercus ilex
2766	T_224991	Quercus ilex
2767	T_224996	Quercus ilex
2768	T_225033	Pinus pinaster
2769	T_225034	Pinus pinaster
2770	T_225061	Quercus ilex
2771	T_225076	Quercus ilex
2772	T_225081	Quercus ilex
2773	T_225089	Fagus sylvatica
2774	T_225103	Pinus pinaster
2775	T_225124	Fagus sylvatica
2776	T_225145	Fagus sylvatica
2777	T_225148	Pinus pinaster
2778	T_225212	Quercus ilex
2779	T_225223	Quercus ilex
2780	T_225254	Quercus ilex
2781	T_225262	Quercus ilex
2782	T_225308	Pinus pinaster
2783	T_225327	Quercus ilex
2784	T_225342	Quercus ilex
2785	T_225362	Quercus ilex
2786	T_225365	Pinus pinaster
2787	T_225372	Quercus ilex
2788	T_225378	Pinus pinaster
2789	T_225379	Quercus ilex
2790	T_225397	Quercus ilex
2791	T_225402	Quercus ilex
2792	T_225403	Quercus ilex
2793	T_225454	Quercus ilex
2794	T_225482	Pinus pinaster
2795	T_225489	Quercus ilex
2796	T_225498	Quercus ilex
2797	T_225500	Pinus pinaster
2798	T_225501	Pinus pinaster
2799	T_225512	Pinus pinaster
2800	T_225534	Quercus ilex
2801	T_225537	Quercus ilex
2802	T_225541	Quercus ilex
2803	T_225596	Pinus pinaster
2804	T_225604	Quercus ilex
2805	T_225686	Pinus pinaster
2806	T_225698	Fagus sylvatica
2807	T_225724	Pinus pinaster
2808	T_225738	Fagus sylvatica
2809	T_225745	Fagus sylvatica
2810	T_225791	Pinus pinaster
2811	T_225798	Pinus pinaster
2812	T_225805	Quercus ilex
2813	T_225818	Quercus ilex
2814	T_225822	Pinus pinaster
2815	T_225832	Quercus ilex
2816	T_225844	Quercus ilex
2817	T_225847	Quercus ilex
2818	T_225858	Pinus pinaster
2819	T_225869	Quercus ilex
2820	T_225874	Quercus ilex
2821	T_225888	Quercus ilex
2822	T_225903	Pinus pinaster
2823	T_225906	Pinus pinaster
2824	T_225909	Quercus ilex
2825	T_225917	Quercus ilex
2826	T_225923	Pinus pinaster
2827	T_225953	Quercus ilex
2828	T_225977	Quercus ilex
2829	T_225984	Quercus ilex
2830	T_225990	Quercus ilex
2831	T_225998	Quercus ilex
2832	T_226028	Pinus pinaster
2833	T_226048	Quercus ilex
2834	T_226052	Quercus ilex
2835	T_226064	Quercus ilex
2836	T_226071	Quercus ilex
2837	T_226075	Pinus pinaster
2838	T_226123	Pinus pinaster
2839	T_226132	Quercus ilex
2840	T_226150	Pinus pinaster
2841	T_226155	Quercus ilex
2842	T_226159	Quercus ilex
2843	T_226163	Quercus ilex
2844	T_226173	Quercus ilex
2845	T_226177	Quercus ilex
2846	T_226178	Quercus ilex
2847	T_226179	Quercus ilex
2848	T_226256	Quercus ilex
2849	T_226287	Fagus sylvatica
2850	T_226296	Fagus sylvatica
2851	T_226358	Quercus ilex
2852	T_226381	Quercus ilex
2853	T_226396	Pinus pinaster
2854	T_226421	Quercus ilex
2855	T_226422	Quercus ilex
2856	T_226446	Quercus ilex
2857	T_226457	Pinus pinaster
2858	T_226458	Quercus ilex
2859	T_226464	Pinus pinaster
2860	T_226478	Pinus pinaster
2861	T_226479	Quercus ilex
2862	T_226506	Quercus ilex
2863	T_226510	Quercus ilex
2864	T_226517	Pinus pinaster
2865	T_226522	Quercus ilex
2866	T_226571	Fagus sylvatica
2867	T_226598	Pinus pinaster
2868	T_226609	Pinus pinaster
2869	T_226611	Quercus ilex
2870	T_226626	Quercus ilex
2871	T_226630	Quercus ilex
2872	T_226670	Quercus ilex
2873	T_226698	Pinus pinaster
2874	T_226714	Quercus ilex
2875	T_226752	Quercus ilex
2876	T_226763	Quercus ilex
2877	T_226779	Quercus ilex
2878	T_226780	Quercus ilex
2879	T_226792	Pinus pinaster
2880	T_226810	Quercus ilex
2881	T_226836	Quercus ilex
2882	T_226861	Quercus ilex
2883	T_226870	Quercus ilex
2884	T_226880	Pinus pinaster
2885	T_226883	Pinus pinaster
2886	T_226898	Quercus ilex
2887	T_226907	Quercus ilex
2888	T_226912	Pinus pinaster
2889	T_226944	Quercus ilex
2890	T_226984	Quercus ilex
2891	T_227085	Fagus sylvatica
2892	T_227123	Pinus pinaster
2893	T_227128	Pinus pinaster
2894	T_227131	Pinus pinaster
2895	T_227151	Quercus ilex
2896	T_227158	Quercus ilex
2897	T_227187	Quercus ilex
2898	T_227217	Pinus pinaster
2899	T_227263	Pinus pinaster
2900	T_227270	Pinus pinaster
2901	T_227281	Quercus ilex
2902	T_227282	Quercus ilex
2903	T_227320	Quercus ilex
2904	T_227326	Pinus pinaster
2905	T_227373	Quercus ilex
2906	T_227386	Quercus ilex
2907	T_227404	Pinus pinaster
2908	T_227449	Pinus pinaster
2909	T_227503	Quercus ilex
2910	T_227507	Pinus pinaster
2911	T_227510	Quercus ilex
2912	T_227514	Pinus pinaster
2913	T_227571	Quercus ilex
2914	T_227588	Fagus sylvatica
2915	T_227592	Quercus ilex
2916	T_227598	Pinus pinaster
2917	T_227627	Fagus sylvatica
2918	T_227637	Fagus sylvatica
2919	T_227638	Fagus sylvatica
2920	T_227656	Fagus sylvatica
2921	T_227721	Quercus ilex
2922	T_227743	Quercus ilex
2923	T_227760	Quercus ilex
2924	T_227820	Pinus pinaster
2925	T_227822	Pinus pinaster
2926	T_227827	Pinus pinaster
2927	T_227835	Quercus ilex
2928	T_227854	Quercus ilex
2929	T_227875	Pinus pinaster
2930	T_227888	Pinus pinaster
2931	T_227933	Quercus ilex
2932	T_227988	Quercus ilex
2933	T_227999	Quercus ilex
2934	T_228007	Quercus ilex
2935	T_228012	Quercus ilex
2936	T_228013	Quercus ilex
2937	T_228040	Pinus pinaster
2938	T_228041	Quercus ilex
2939	T_228043	Quercus ilex
2940	T_228076	Quercus ilex
2941	T_228124	Quercus ilex
2942	T_228136	Quercus ilex
2943	T_228143	Quercus ilex
2944	T_228160	Pinus pinaster
2945	T_228198	Pinus pinaster
2946	T_228242	Quercus ilex
2947	T_228243	Quercus ilex
2948	T_228244	Quercus ilex
2949	T_228264	Pinus pinaster
2950	T_228276	Quercus ilex
2951	T_228318	Quercus ilex
2952	T_228378	Quercus ilex
2953	T_228383	Fagus sylvatica
2954	T_228388	Pinus pinaster
2955	T_228405	Fagus sylvatica
2956	T_228481	Pinus pinaster
2957	T_228487	Quercus ilex
2958	T_228510	Quercus ilex
2959	T_228517	Quercus ilex
2960	T_228528	Pinus pinaster
2961	T_228554	Quercus ilex
2962	T_228581	Pinus pinaster
2963	T_228627	Quercus ilex
2964	T_228640	Quercus ilex
2965	T_228643	Quercus ilex
2966	T_228644	Pinus pinaster
2967	T_228652	Quercus ilex
2968	T_228658	Quercus ilex
2969	T_228664	Quercus ilex
2970	T_228670	Quercus ilex
2971	T_228686	Quercus ilex
2972	T_228717	Pinus pinaster
2973	T_228732	Quercus ilex
2974	T_228736	Quercus ilex
2975	T_228738	Pinus pinaster
2976	T_228762	Pinus pinaster
2977	T_228776	Quercus ilex
2978	T_228794	Quercus ilex
2979	T_228855	Fagus sylvatica
2980	T_228866	Pinus pinaster
2981	T_228881	Quercus ilex
2982	T_228898	Fagus sylvatica
2983	T_228931	Pinus pinaster
2984	T_228933	Pinus pinaster
2985	T_228951	Quercus ilex
2986	T_228973	Quercus ilex
2987	T_228976	Quercus ilex
2988	T_228991	Quercus ilex
2989	T_228999	Quercus ilex
2990	T_229002	Pinus pinaster
2991	T_229028	Quercus ilex
2992	T_229037	Pinus pinaster
2993	T_229049	Quercus ilex
2994	T_229060	Quercus ilex
2995	T_229067	Quercus ilex
2996	T_229068	Quercus ilex
2997	T_229076	Pinus pinaster
2998	T_229087	Quercus ilex
2999	T_229134	Pinus pinaster
3000	T_229140	Quercus ilex
3001	T_229144	Quercus ilex
3002	T_229244	Pinus pinaster
3003	T_229247	Quercus ilex
3004	T_229258	Quercus ilex
3005	T_229283	Quercus ilex
3006	T_229291	Quercus ilex
3007	T_229293	Quercus ilex
3008	T_229294	Quercus ilex
3009	T_229318	Pinus pinaster
3010	T_229323	Quercus ilex
3011	T_229324	Quercus ilex
3012	T_229334	Pinus pinaster
3013	T_229342	Quercus ilex
3014	T_229347	Quercus ilex
3015	T_229355	Quercus ilex
3016	T_229356	Pinus pinaster
3017	T_229360	Quercus ilex
3018	T_229382	Pinus pinaster
3019	T_229383	Pinus pinaster
3020	T_229388	Quercus ilex
3021	T_229429	Quercus ilex
3022	T_229431	Quercus ilex
3023	T_229436	Pinus pinaster
3024	T_229458	Quercus ilex
3025	T_229463	Quercus ilex
3026	T_229489	Quercus ilex
3027	T_229490	Quercus ilex
3028	T_229509	Quercus ilex
3029	T_229519	Quercus ilex
3030	T_229521	Quercus ilex
3031	T_229522	Pinus pinaster
3032	T_229523	Pinus pinaster
3033	T_229525	Quercus ilex
3034	T_229557	Quercus ilex
3035	T_229573	Quercus ilex
3036	T_229582	Quercus ilex
3037	T_229600	Fagus sylvatica
3038	T_229666	Quercus ilex
3039	T_229689	Fagus sylvatica
3040	T_229718	Quercus ilex
3041	T_229775	Quercus ilex
3042	T_229783	Quercus ilex
3043	T_229785	Quercus ilex
3044	T_229798	Pinus pinaster
3045	T_229803	Quercus ilex
3046	T_229811	Quercus ilex
3047	T_229858	Quercus ilex
3048	T_229862	Pinus pinaster
3049	T_229867	Pinus pinaster
3050	T_229875	Quercus ilex
3051	T_229892	Quercus ilex
3052	T_229896	Quercus ilex
3053	T_229909	Quercus ilex
3054	T_229914	Quercus ilex
3055	T_229935	Quercus ilex
3056	T_229950	Pinus pinaster
3057	T_229953	Quercus ilex
3058	T_229959	Pinus pinaster
3059	T_229973	Pinus pinaster
3060	T_229990	Quercus ilex
3061	T_229993	Quercus ilex
3062	T_230020	Quercus ilex
3063	T_230023	Quercus ilex
3064	T_230044	Quercus ilex
3065	T_230067	Quercus ilex
3066	T_230069	Quercus ilex
3067	T_230131	Quercus ilex
3068	T_230164	Quercus ilex
3069	T_230200	Quercus ilex
3070	T_230203	Quercus ilex
3071	T_230268	Fagus sylvatica
3072	T_230290	Fagus sylvatica
3073	T_230307	Pinus pinaster
3074	T_230333	Pinus pinaster
3075	T_230341	Pinus pinaster
3076	T_230358	Quercus ilex
3077	T_230386	Fagus sylvatica
3078	T_230408	Pinus pinaster
3079	T_230411	Pinus pinaster
3080	T_230442	Pinus pinaster
3081	T_230456	Pinus pinaster
3082	T_230464	Pinus pinaster
3083	T_230467	Pinus pinaster
3084	T_230482	Quercus ilex
3085	T_230514	Quercus ilex
3086	T_230532	Quercus ilex
3087	T_230550	Quercus ilex
3088	T_230593	Quercus ilex
3089	T_230600	Pinus pinaster
3090	T_230623	Quercus ilex
3091	T_230636	Pinus pinaster
3092	T_230660	Quercus ilex
3093	T_230661	Quercus ilex
3094	T_230662	Quercus ilex
3095	T_230691	Quercus ilex
3096	T_230720	Pinus pinaster
3097	T_230731	Quercus ilex
3098	T_230780	Quercus ilex
3099	T_230794	Quercus ilex
3100	T_230840	Quercus ilex
3101	T_230859	Quercus ilex
3102	T_230876	Pinus pinaster
3103	T_230891	Fagus sylvatica
3104	T_230902	Pinus pinaster
3105	T_230936	Pinus pinaster
3106	T_230943	Pinus pinaster
3107	T_230969	Quercus ilex
3108	T_230984	Quercus ilex
3109	T_230995	Pinus pinaster
3110	T_231007	Quercus ilex
3111	T_231015	Pinus pinaster
3112	T_231048	Quercus ilex
3113	T_231050	Pinus pinaster
3114	T_231059	Quercus ilex
3115	T_231082	Quercus ilex
3116	T_231103	Quercus ilex
3117	T_231123	Quercus ilex
3118	T_231146	Quercus ilex
3119	T_231170	Quercus ilex
3120	T_231177	Quercus ilex
3121	T_231182	Pinus pinaster
3122	T_231189	Quercus ilex
3123	T_231198	Quercus ilex
3124	T_231217	Pinus pinaster
3125	T_231268	Quercus ilex
3126	T_231278	Fagus sylvatica
3127	T_231292	Quercus ilex
3128	T_231337	Quercus ilex
3129	T_231345	Fagus sylvatica
3130	T_231354	Quercus ilex
3131	T_231378	Quercus ilex
3132	T_231392	Quercus ilex
3133	T_231445	Quercus ilex
3134	T_231448	Pinus pinaster
3135	T_231452	Quercus ilex
3136	T_231454	Quercus ilex
3137	T_231456	Quercus ilex
3138	T_231481	Quercus ilex
3139	T_231482	Quercus ilex
3140	T_231483	Pinus pinaster
3141	T_231487	Pinus pinaster
3142	T_231520	Quercus ilex
3143	T_231529	Pinus pinaster
3144	T_231530	Pinus pinaster
3145	T_231553	Fagus sylvatica
3146	T_231569	Fagus sylvatica
3147	T_231577	Quercus ilex
3148	T_231623	Pinus pinaster
3149	T_231674	Quercus ilex
3150	T_231722	Quercus ilex
3151	T_231734	Pinus pinaster
3152	T_231735	Quercus ilex
3153	T_231761	Pinus pinaster
3154	T_231776	Pinus pinaster
3155	T_231777	Quercus ilex
3156	T_231782	Pinus pinaster
3157	T_231783	Quercus ilex
3158	T_231789	Pinus pinaster
3159	T_231791	Quercus ilex
3160	T_231793	Quercus ilex
3161	T_231796	Quercus ilex
3162	T_231811	Pinus pinaster
3163	T_231812	Quercus ilex
3164	T_231842	Quercus ilex
3165	T_231860	Quercus ilex
3166	T_231886	Quercus ilex
3167	T_231897	Pinus pinaster
3168	T_231900	Quercus ilex
3169	T_231920	Quercus ilex
3170	T_231921	Quercus ilex
3171	T_231950	Quercus ilex
3172	T_231951	Quercus ilex
3173	T_231953	Pinus pinaster
3174	T_232072	Pinus pinaster
3175	T_232167	Quercus ilex
3176	T_232175	Quercus ilex
3177	T_232188	Quercus ilex
3178	T_232197	Quercus ilex
3179	T_232265	Pinus pinaster
3180	T_232277	Pinus pinaster
3181	T_232286	Quercus ilex
3182	T_232287	Quercus ilex
3183	T_232292	Quercus ilex
3184	T_232309	Pinus pinaster
3185	T_232328	Quercus ilex
3186	T_232339	Quercus ilex
3187	T_232340	Quercus ilex
3188	T_232346	Quercus ilex
3189	T_232350	Quercus ilex
3190	T_232357	Quercus ilex
3191	T_232371	Quercus ilex
3192	T_232379	Pinus pinaster
3193	T_232390	Quercus ilex
3194	T_232392	Pinus pinaster
3195	T_232394	Pinus pinaster
