Ort	Partei	Stadt	Durchschnittsalter	Erststimmen	ErststimmenAnteil	Zweitstimmen	ZweitstimmenAnteil
Kleinrinderfeld	Christlich-Soziale Union in Bayern e.V.	FALSE	44.9	522	0.3942598187311178	401	0.300374531835206
Kürnach	Christlich-Soziale Union in Bayern e.V.	FALSE	42.8	1478	0.4466606225445754	1217	0.36667670985236517
Leinach	Christlich-Soziale Union in Bayern e.V.	FALSE	44.4	955	0.45132325141776936	819	0.3836065573770492
Margetshöchheim	Christlich-Soziale Union in Bayern e.V.	FALSE	48	824	0.3668744434550312	676	0.29977827050997785
Markt Bütthard	Christlich-Soziale Union in Bayern e.V.	FALSE	45.7	502	0.5698070374574348	396	0.44344904815229563
Markt Eisenheim	Christlich-Soziale Union in Bayern e.V.	FALSE	44.3	380	0.4198895027624309	332	0.36323851203501095
Markt Frickenhausen a.Main	Christlich-Soziale Union in Bayern e.V.	FALSE	46.5	404	0.5006195786864932	317	0.3933002481389578
Markt Gelchsheim	Christlich-Soziale Union in Bayern e.V.	FALSE	44.5	315	0.5506993006993007	242	0.42086956521739133
Markt Giebelstadt	Christlich-Soziale Union in Bayern e.V.	FALSE	43.1	1467	0.46675151129494113	1122	0.352497643732328
Markt Helmstadt	Christlich-Soziale Union in Bayern e.V.	FALSE	44	943	0.5094543490005402	783	0.42028985507246375
Markt Höchberg	Christlich-Soziale Union in Bayern e.V.	FALSE	46	2265	0.3590109367570138	1908	0.3006618342262843
Markt Neubrunn	Christlich-Soziale Union in Bayern e.V.	FALSE	44.9	646	0.44551724137931037	566	0.387140902872777
Markt Randersacker	Christlich-Soziale Union in Bayern e.V.	FALSE	46.3	802	0.34142188165176673	728	0.3087362171331637
Markt Reichenberg	Christlich-Soziale Union in Bayern e.V.	FALSE	45.1	1079	0.3800634026065516	837	0.29337539432176657
Markt Remlingen	Christlich-Soziale Union in Bayern e.V.	FALSE	46.2	385	0.38308457711442784	316	0.3107177974434612
Markt Rimpar	Christlich-Soziale Union in Bayern e.V.	FALSE	44.9	2017	0.4035614245698279	1679	0.3330688355485023
Markt Sommerhausen	Christlich-Soziale Union in Bayern e.V.	FALSE	45	620	0.44960116026105873	523	0.3776173285198556
Markt Winterhausen	Christlich-Soziale Union in Bayern e.V.	FALSE	47.3	405	0.4166666666666667	328	0.3346938775510204
Markt Zell a.Main	Christlich-Soziale Union in Bayern e.V.	FALSE	44.5	921	0.3479410653570079	746	0.2802404207362885
Oberpleichfeld	Christlich-Soziale Union in Bayern e.V.	FALSE	42.5	373	0.49601063829787234	314	0.4137022397891963
Prosselsheim	Christlich-Soziale Union in Bayern e.V.	FALSE	43.1	383	0.4763681592039801	319	0.3952912019826518
Riedenheim	Christlich-Soziale Union in Bayern e.V.	FALSE	46.6	293	0.5386029411764706	235	0.4226618705035971
Rottendorf	Christlich-Soziale Union in Bayern e.V.	FALSE	44.4	1462	0.4102132435465769	1172	0.3269177126917713
Sonderhofen	Christlich-Soziale Union in Bayern e.V.	FALSE	43.6	395	0.6518151815181518	306	0.499184339314845
Stadt Aub	Christlich-Soziale Union in Bayern e.V.	FALSE	46.3	523	0.547071129707113	403	0.42022940563086547
Stadt Eibelstadt	Christlich-Soziale Union in Bayern e.V.	FALSE	46.6	878	0.40293712712253327	743	0.33818843878015475
Stadt Ochsenfurt	Christlich-Soziale Union in Bayern e.V.	FALSE	45.3	3030	0.4493548865490138	2355	0.3469357690041249
Stadt Röttingen	Christlich-Soziale Union in Bayern e.V.	FALSE	47	618	0.5695852534562212	477	0.4360146252285192
Tauberrettersheim	Christlich-Soziale Union in Bayern e.V.	FALSE	44.1	328	0.5684575389948007	263	0.4503424657534247
Theilheim	Christlich-Soziale Union in Bayern e.V.	FALSE	43.5	712	0.43869377695625383	607	0.37239263803680983
Thüngersheim	Christlich-Soziale Union in Bayern e.V.	FALSE	45.9	724	0.3818565400843882	592	0.31174302264349657
Uettingen	Christlich-Soziale Union in Bayern e.V.	FALSE	43.5	473	0.3984835720303286	379	0.31557035803497085
Unterpleichfeld	Christlich-Soziale Union in Bayern e.V.	FALSE	42.6	930	0.47040971168437024	769	0.38604417670682734
Veitshöchheim	Christlich-Soziale Union in Bayern e.V.	FALSE	46.5	2273	0.3765738899933731	1900	0.3129117259552042
Waldbrunn	Christlich-Soziale Union in Bayern e.V.	FALSE	43.4	885	0.4621409921671018	739	0.3834976647638817
Waldbüttelbrunn	Christlich-Soziale Union in Bayern e.V.	FALSE	44.6	1179	0.36332819722650234	1007	0.3086117070180815
Altertheim	DER DRITTE WEG	FALSE	44	0	0	0	0
Bergtheim	DER DRITTE WEG	FALSE	42.4	0	0	1	3.9556962025316455e-4
Bieberehren	DER DRITTE WEG	FALSE	45.1	0	0	0	0
Eisingen	DER DRITTE WEG	FALSE	44.3	0	0	2	9.337068160597573e-4
Erlabrunn	DER DRITTE WEG	FALSE	43.5	0	0	0	0
Estenfeld	DER DRITTE WEG	FALSE	44.5	0	0	2	5.474952094169176e-4
Gaukönigshofen	DER DRITTE WEG	FALSE	44.2	0	0	0	0
Gerbrunn	DER DRITTE WEG	FALSE	42.8	0	0	2	4.8567265662943174e-4
Geroldshausen	DER DRITTE WEG	FALSE	43.1	0	0	0	0
Greußenheim	DER DRITTE WEG	FALSE	45	0	0	0	0
Güntersleben	DER DRITTE WEG	FALSE	43.1	0	0	0	0
Hausen b.Würzburg	DER DRITTE WEG	FALSE	43.1	0	0	0	0
Hettstadt	DER DRITTE WEG	FALSE	45	0	0	3	0.0011985617259288853
Holzkirchen	DER DRITTE WEG	FALSE	47.1	0	0	0	0
Kirchheim	DER DRITTE WEG	FALSE	45.3	0	0	0	0
Kist	DER DRITTE WEG	FALSE	45.7	0	0	1	5.871990604815032e-4
Kleinrinderfeld	DER DRITTE WEG	FALSE	44.9	0	0	2	0.00149812734082397
Kürnach	DER DRITTE WEG	FALSE	42.8	0	0	2	6.025911419102139e-4
Leinach	DER DRITTE WEG	FALSE	44.4	0	0	0	0
Margetshöchheim	DER DRITTE WEG	FALSE	48	0	0	0	0
Markt Bütthard	DER DRITTE WEG	FALSE	45.7	0	0	2	0.0022396416573348264
Markt Eisenheim	DER DRITTE WEG	FALSE	44.3	0	0	1	0.0010940919037199124
Markt Frickenhausen a.Main	DER DRITTE WEG	FALSE	46.5	0	0	0	0
Markt Gelchsheim	DER DRITTE WEG	FALSE	44.5	0	0	0	0
Markt Giebelstadt	DER DRITTE WEG	FALSE	43.1	0	0	3	9.42507068803016e-4
Markt Helmstadt	DER DRITTE WEG	FALSE	44	0	0	0	0
Markt Höchberg	DER DRITTE WEG	FALSE	46	0	0	3	4.727387330601954e-4
Markt Neubrunn	DER DRITTE WEG	FALSE	44.9	0	0	0	0
Markt Randersacker	DER DRITTE WEG	FALSE	46.3	0	0	0	0
Markt Reichenberg	DER DRITTE WEG	FALSE	45.1	0	0	2	7.010164738871364e-4
Markt Remlingen	DER DRITTE WEG	FALSE	46.2	0	0	0	0
Markt Rimpar	DER DRITTE WEG	FALSE	44.9	0	0	2	3.9674667724657806e-4
Markt Sommerhausen	DER DRITTE WEG	FALSE	45	0	0	0	0
Markt Winterhausen	DER DRITTE WEG	FALSE	47.3	0	0	0	0
Markt Zell a.Main	DER DRITTE WEG	FALSE	44.5	0	0	0	0
Oberpleichfeld	DER DRITTE WEG	FALSE	42.5	0	0	0	0
Prosselsheim	DER DRITTE WEG	FALSE	43.1	0	0	3	0.0037174721189591076
Riedenheim	DER DRITTE WEG	FALSE	46.6	0	0	0	0
Rottendorf	DER DRITTE WEG	FALSE	44.4	0	0	3	8.368200836820083e-4
Sonderhofen	DER DRITTE WEG	FALSE	43.6	0	0	0	0
Stadt Aub	DER DRITTE WEG	FALSE	46.3	0	0	0	0
Stadt Eibelstadt	DER DRITTE WEG	FALSE	46.6	0	0	1	4.551661356395084e-4
Stadt Ochsenfurt	DER DRITTE WEG	FALSE	45.3	0	0	1	1.473187978786093e-4
Stadt Röttingen	DER DRITTE WEG	FALSE	47	0	0	1	9.140767824497258e-4
Tauberrettersheim	DER DRITTE WEG	FALSE	44.1	0	0	0	0
Theilheim	DER DRITTE WEG	FALSE	43.5	0	0	0	0
Thüngersheim	DER DRITTE WEG	FALSE	45.9	0	0	2	0.00105318588730911
Uettingen	DER DRITTE WEG	FALSE	43.5	0	0	1	8.326394671107411e-4
Unterpleichfeld	DER DRITTE WEG	FALSE	42.6	0	0	0	0
Veitshöchheim	DER DRITTE WEG	FALSE	46.5	0	0	2	0.00032938076416337287
Waldbrunn	DER DRITTE WEG	FALSE	43.4	0	0	1	5.189413596263622e-4
Waldbüttelbrunn	DER DRITTE WEG	FALSE	44.6	0	0	1	3.0646644192460924e-4
Altertheim	Deutsche Kommunistische Partei	FALSE	44	0	0	0	0
Bergtheim	Deutsche Kommunistische Partei	FALSE	42.4	0	0	0	0
Bieberehren	Deutsche Kommunistische Partei	FALSE	45.1	0	0	0	0
Eisingen	Deutsche Kommunistische Partei	FALSE	44.3	0	0	0	0
Erlabrunn	Deutsche Kommunistische Partei	FALSE	43.5	0	0	0	0
Estenfeld	Deutsche Kommunistische Partei	FALSE	44.5	0	0	0	0
Gaukönigshofen	Deutsche Kommunistische Partei	FALSE	44.2	0	0	0	0
Gerbrunn	Deutsche Kommunistische Partei	FALSE	42.8	0	0	0	0
Geroldshausen	Deutsche Kommunistische Partei	FALSE	43.1	0	0	1	0.0011248593925759281
Greußenheim	Deutsche Kommunistische Partei	FALSE	45	0	0	0	0
Güntersleben	Deutsche Kommunistische Partei	FALSE	43.1	0	0	0	0
Hausen b.Würzburg	Deutsche Kommunistische Partei	FALSE	43.1	0	0	0	0
Hettstadt	Deutsche Kommunistische Partei	FALSE	45	0	0	0	0
Holzkirchen	Deutsche Kommunistische Partei	FALSE	47.1	0	0	0	0
Kirchheim	Deutsche Kommunistische Partei	FALSE	45.3	0	0	0	0
Kist	Deutsche Kommunistische Partei	FALSE	45.7	0	0	1	5.871990604815032e-4
Kleinrinderfeld	Deutsche Kommunistische Partei	FALSE	44.9	0	0	0	0
Kürnach	Deutsche Kommunistische Partei	FALSE	42.8	0	0	0	0
Leinach	Deutsche Kommunistische Partei	FALSE	44.4	0	0	0	0
Margetshöchheim	Deutsche Kommunistische Partei	FALSE	48	0	0	0	0
Markt Bütthard	Deutsche Kommunistische Partei	FALSE	45.7	0	0	0	0
Markt Eisenheim	Deutsche Kommunistische Partei	FALSE	44.3	0	0	0	0
Markt Frickenhausen a.Main	Deutsche Kommunistische Partei	FALSE	46.5	0	0	1	0.0012406947890818859
Markt Gelchsheim	Deutsche Kommunistische Partei	FALSE	44.5	0	0	0	0
Markt Giebelstadt	Deutsche Kommunistische Partei	FALSE	43.1	0	0	0	0
Markt Helmstadt	Deutsche Kommunistische Partei	FALSE	44	0	0	0	0
Markt Höchberg	Deutsche Kommunistische Partei	FALSE	46	0	0	2	3.151591553734636e-4
Markt Neubrunn	Deutsche Kommunistische Partei	FALSE	44.9	0	0	0	0
Markt Randersacker	Deutsche Kommunistische Partei	FALSE	46.3	0	0	0	0
Markt Reichenberg	Deutsche Kommunistische Partei	FALSE	45.1	0	0	0	0
Markt Remlingen	Deutsche Kommunistische Partei	FALSE	46.2	0	0	0	0
Markt Rimpar	Deutsche Kommunistische Partei	FALSE	44.9	0	0	3	5.951200158698671e-4
Markt Sommerhausen	Deutsche Kommunistische Partei	FALSE	45	0	0	0	0
Markt Winterhausen	Deutsche Kommunistische Partei	FALSE	47.3	0	0	0	0
Markt Zell a.Main	Deutsche Kommunistische Partei	FALSE	44.5	0	0	0	0
Oberpleichfeld	Deutsche Kommunistische Partei	FALSE	42.5	0	0	0	0
Prosselsheim	Deutsche Kommunistische Partei	FALSE	43.1	0	0	1	0.0012391573729863693
Riedenheim	Deutsche Kommunistische Partei	FALSE	46.6	0	0	0	0
Rottendorf	Deutsche Kommunistische Partei	FALSE	44.4	0	0	0	0
Sonderhofen	Deutsche Kommunistische Partei	FALSE	43.6	0	0	0	0
Stadt Aub	Deutsche Kommunistische Partei	FALSE	46.3	0	0	0	0
Stadt Eibelstadt	Deutsche Kommunistische Partei	FALSE	46.6	0	0	1	4.551661356395084e-4
Stadt Ochsenfurt	Deutsche Kommunistische Partei	FALSE	45.3	0	0	0	0
Stadt Röttingen	Deutsche Kommunistische Partei	FALSE	47	0	0	0	0
Tauberrettersheim	Deutsche Kommunistische Partei	FALSE	44.1	0	0	0	0
Theilheim	Deutsche Kommunistische Partei	FALSE	43.5	0	0	0	0
Thüngersheim	Deutsche Kommunistische Partei	FALSE	45.9	0	0	0	0
Uettingen	Deutsche Kommunistische Partei	FALSE	43.5	0	0	0	0
Unterpleichfeld	Deutsche Kommunistische Partei	FALSE	42.6	0	0	0	0
Veitshöchheim	Deutsche Kommunistische Partei	FALSE	46.5	0	0	6	9.881422924901185e-4
Waldbrunn	Deutsche Kommunistische Partei	FALSE	43.4	0	0	0	0
Waldbüttelbrunn	Deutsche Kommunistische Partei	FALSE	44.6	0	0	1	3.0646644192460924e-4
Altertheim	DIE LINKE	FALSE	44	42	0.03155522163786627	41	0.03025830258302583
Bergtheim	DIE LINKE	FALSE	42.4	58	0.02315369261477046	62	0.0245253164556962
Bieberehren	DIE LINKE	FALSE	45.1	17	0.02823920265780731	14	0.023064250411861616
Eisingen	DIE LINKE	FALSE	44.3	81	0.038153556288271315	71	0.03314659197012138
Erlabrunn	DIE LINKE	FALSE	43.5	33	0.02631578947368421	30	0.02384737678855326
Estenfeld	DIE LINKE	FALSE	44.5	97	0.02661179698216735	78	0.021352313167259787
Gaukönigshofen	DIE LINKE	FALSE	44.2	49	0.028621495327102803	30	0.01721170395869191
Gerbrunn	DIE LINKE	FALSE	42.8	180	0.043913149548670406	191	0.046381738708110735
Geroldshausen	DIE LINKE	FALSE	43.1	28	0.03189066059225513	20	0.02249718785151856
Greußenheim	DIE LINKE	FALSE	45	27	0.023539668700959023	24	0.020887728459530026
Güntersleben	DIE LINKE	FALSE	43.1	76	0.025745257452574527	59	0.019798657718120807
Hausen b.Würzburg	DIE LINKE	FALSE	43.1	56	0.03305785123966942	56	0.03286384976525822
Hettstadt	DIE LINKE	FALSE	45	67	0.026842948717948716	66	0.026368357970435477
Holzkirchen	DIE LINKE	FALSE	47.1	17	0.02463768115942029	17	0.02463768115942029
Kirchheim	DIE LINKE	FALSE	45.3	47	0.0315648085963734	40	0.026720106880427523
Kist	DIE LINKE	FALSE	45.7	43	0.025489033787788974	32	0.018790369935408103
Kleinrinderfeld	DIE LINKE	FALSE	44.9	48	0.03625377643504532	43	0.03220973782771536
Kürnach	DIE LINKE	FALSE	42.8	74	0.0223632517376851	72	0.0216932811087677
Leinach	DIE LINKE	FALSE	44.4	60	0.02835538752362949	50	0.0234192037470726
Margetshöchheim	DIE LINKE	FALSE	48	70	0.031166518254674976	77	0.03414634146341464
Markt Bütthard	DIE LINKE	FALSE	45.7	19	0.021566401816118047	26	0.029115341545352745
Markt Eisenheim	DIE LINKE	FALSE	44.3	26	0.028729281767955802	29	0.03172866520787746
Markt Frickenhausen a.Main	DIE LINKE	FALSE	46.5	21	0.026022304832713755	12	0.01488833746898263
Markt Gelchsheim	DIE LINKE	FALSE	44.5	9	0.015734265734265736	6	0.010434782608695653
Markt Giebelstadt	DIE LINKE	FALSE	43.1	129	0.04104358892777601	71	0.022306000628338044
Markt Helmstadt	DIE LINKE	FALSE	44	51	0.027552674230145867	42	0.02254428341384863
Markt Höchberg	DIE LINKE	FALSE	46	199	0.0315422412426692	176	0.027734005672864798
Markt Neubrunn	DIE LINKE	FALSE	44.9	48	0.03310344827586207	26	0.017783857729138167
Markt Randersacker	DIE LINKE	FALSE	46.3	83	0.035334184759472115	88	0.037319762510602206
Markt Reichenberg	DIE LINKE	FALSE	45.1	94	0.03311025008805918	79	0.027690150718541886
Markt Remlingen	DIE LINKE	FALSE	46.2	43	0.042786069651741296	41	0.04031465093411996
Markt Rimpar	DIE LINKE	FALSE	44.9	137	0.027410964385754303	125	0.02479666732791113
Markt Sommerhausen	DIE LINKE	FALSE	45	40	0.029006526468455404	28	0.020216606498194945
Markt Winterhausen	DIE LINKE	FALSE	47.3	35	0.0360082304526749	26	0.026530612244897958
Markt Zell a.Main	DIE LINKE	FALSE	44.5	88	0.03324518322629392	73	0.027422990232907587
Oberpleichfeld	DIE LINKE	FALSE	42.5	11	0.014627659574468085	19	0.025032938076416336
Prosselsheim	DIE LINKE	FALSE	43.1	26	0.03233830845771144	15	0.01858736059479554
Riedenheim	DIE LINKE	FALSE	46.6	9	0.016544117647058824	14	0.025179856115107913
Rottendorf	DIE LINKE	FALSE	44.4	106	0.02974186307519641	86	0.02398884239888424
Sonderhofen	DIE LINKE	FALSE	43.6	15	0.024752475247524754	16	0.026101141924959218
Stadt Aub	DIE LINKE	FALSE	46.3	19	0.0198744769874477	15	0.01564129301355579
Stadt Eibelstadt	DIE LINKE	FALSE	46.6	67	0.03074804956402019	56	0.02548930359581247
Stadt Ochsenfurt	DIE LINKE	FALSE	45.3	327	0.04849473528103218	205	0.03020035356511491
Stadt Röttingen	DIE LINKE	FALSE	47	29	0.026728110599078342	24	0.021937842778793418
Tauberrettersheim	DIE LINKE	FALSE	44.1	18	0.03119584055459272	15	0.025684931506849314
Theilheim	DIE LINKE	FALSE	43.5	33	0.02033271719038817	37	0.022699386503067485
Thüngersheim	DIE LINKE	FALSE	45.9	44	0.023206751054852322	38	0.020010531858873092
Uettingen	DIE LINKE	FALSE	43.5	28	0.02358887952822241	32	0.026644462947543714
Unterpleichfeld	DIE LINKE	FALSE	42.6	50	0.025290844714213456	48	0.024096385542168676
Veitshöchheim	DIE LINKE	FALSE	46.5	224	0.03711066931742876	187	0.030797101449275364
Waldbrunn	DIE LINKE	FALSE	43.4	51	0.026631853785900782	36	0.01868188894654904
Waldbüttelbrunn	DIE LINKE	FALSE	44.6	91	0.028043143297380585	95	0.02911431198283788
Altertheim	Die Urbane. Eine HipHop Partei	FALSE	44	0	0	1	7.380073800738007e-4
Bergtheim	Die Urbane. Eine HipHop Partei	FALSE	42.4	0	0	3	0.0011867088607594937
Bieberehren	Die Urbane. Eine HipHop Partei	FALSE	45.1	0	0	0	0
Eisingen	Die Urbane. Eine HipHop Partei	FALSE	44.3	0	0	3	0.0014005602240896359
Erlabrunn	Die Urbane. Eine HipHop Partei	FALSE	43.5	0	0	1	7.94912559618442e-4
Estenfeld	Die Urbane. Eine HipHop Partei	FALSE	44.5	0	0	7	0.0019162332329592116
Gaukönigshofen	Die Urbane. Eine HipHop Partei	FALSE	44.2	0	0	1	5.737234652897303e-4
Gerbrunn	Die Urbane. Eine HipHop Partei	FALSE	42.8	0	0	2	4.8567265662943174e-4
Geroldshausen	Die Urbane. Eine HipHop Partei	FALSE	43.1	0	0	0	0
Greußenheim	Die Urbane. Eine HipHop Partei	FALSE	45	0	0	1	8.703220191470844e-4
Güntersleben	Die Urbane. Eine HipHop Partei	FALSE	43.1	0	0	5	0.0016778523489932886
Hausen b.Würzburg	Die Urbane. Eine HipHop Partei	FALSE	43.1	0	0	1	5.868544600938967e-4
Hettstadt	Die Urbane. Eine HipHop Partei	FALSE	45	0	0	1	3.9952057530962844e-4
Holzkirchen	Die Urbane. Eine HipHop Partei	FALSE	47.1	0	0	1	0.0014492753623188406
Kirchheim	Die Urbane. Eine HipHop Partei	FALSE	45.3	0	0	0	0
Kist	Die Urbane. Eine HipHop Partei	FALSE	45.7	0	0	1	5.871990604815032e-4
Kleinrinderfeld	Die Urbane. Eine HipHop Partei	FALSE	44.9	0	0	0	0
Kürnach	Die Urbane. Eine HipHop Partei	FALSE	42.8	0	0	2	6.025911419102139e-4
Leinach	Die Urbane. Eine HipHop Partei	FALSE	44.4	0	0	1	4.68384074941452e-4
Margetshöchheim	Die Urbane. Eine HipHop Partei	FALSE	48	0	0	0	0
Markt Bütthard	Die Urbane. Eine HipHop Partei	FALSE	45.7	0	0	0	0
Markt Eisenheim	Die Urbane. Eine HipHop Partei	FALSE	44.3	0	0	0	0
Markt Frickenhausen a.Main	Die Urbane. Eine HipHop Partei	FALSE	46.5	0	0	1	0.0012406947890818859
Markt Gelchsheim	Die Urbane. Eine HipHop Partei	FALSE	44.5	0	0	3	0.0052173913043478265
Markt Giebelstadt	Die Urbane. Eine HipHop Partei	FALSE	43.1	0	0	4	0.0012566760917373547
Markt Helmstadt	Die Urbane. Eine HipHop Partei	FALSE	44	0	0	1	5.367686527106817e-4
Markt Höchberg	Die Urbane. Eine HipHop Partei	FALSE	46	0	0	2	3.151591553734636e-4
Markt Neubrunn	Die Urbane. Eine HipHop Partei	FALSE	44.9	0	0	0	0
Markt Randersacker	Die Urbane. Eine HipHop Partei	FALSE	46.3	0	0	4	0.0016963528413910093
Markt Reichenberg	Die Urbane. Eine HipHop Partei	FALSE	45.1	0	0	2	7.010164738871364e-4
Markt Remlingen	Die Urbane. Eine HipHop Partei	FALSE	46.2	0	0	0	0
Markt Rimpar	Die Urbane. Eine HipHop Partei	FALSE	44.9	0	0	7	0.0013886133703630231
Markt Sommerhausen	Die Urbane. Eine HipHop Partei	FALSE	45	0	0	3	0.0021660649819494585
Markt Winterhausen	Die Urbane. Eine HipHop Partei	FALSE	47.3	0	0	0	0
Markt Zell a.Main	Die Urbane. Eine HipHop Partei	FALSE	44.5	0	0	2	7.513148009015778e-4
Oberpleichfeld	Die Urbane. Eine HipHop Partei	FALSE	42.5	0	0	0	0
Prosselsheim	Die Urbane. Eine HipHop Partei	FALSE	43.1	0	0	0	0
Riedenheim	Die Urbane. Eine HipHop Partei	FALSE	46.6	0	0	0	0
Rottendorf	Die Urbane. Eine HipHop Partei	FALSE	44.4	0	0	0	0
Sonderhofen	Die Urbane. Eine HipHop Partei	FALSE	43.6	0	0	0	0
Stadt Aub	Die Urbane. Eine HipHop Partei	FALSE	46.3	0	0	2	0.0020855057351407717
Stadt Eibelstadt	Die Urbane. Eine HipHop Partei	FALSE	46.6	0	0	0	0
Stadt Ochsenfurt	Die Urbane. Eine HipHop Partei	FALSE	45.3	0	0	3	4.4195639363582795e-4
Stadt Röttingen	Die Urbane. Eine HipHop Partei	FALSE	47	0	0	0	0
Tauberrettersheim	Die Urbane. Eine HipHop Partei	FALSE	44.1	0	0	0	0
Theilheim	Die Urbane. Eine HipHop Partei	FALSE	43.5	0	0	2	0.001226993865030675
Thüngersheim	Die Urbane. Eine HipHop Partei	FALSE	45.9	0	0	1	5.26592943654555e-4
Uettingen	Die Urbane. Eine HipHop Partei	FALSE	43.5	0	0	1	8.326394671107411e-4
Unterpleichfeld	Die Urbane. Eine HipHop Partei	FALSE	42.6	0	0	1	5.02008032128514e-4
Veitshöchheim	Die Urbane. Eine HipHop Partei	FALSE	46.5	0	0	2	0.00032938076416337287
Waldbrunn	Die Urbane. Eine HipHop Partei	FALSE	43.4	0	0	3	0.0015568240788790867
Waldbüttelbrunn	Die Urbane. Eine HipHop Partei	FALSE	44.6	0	0	1	3.0646644192460924e-4
Altertheim	Einzelbewerber Schürer	FALSE	44	18	0.013523666416228399	0	0
Bergtheim	Einzelbewerber Schürer	FALSE	42.4	27	0.010778443113772455	0	0
Bieberehren	Einzelbewerber Schürer	FALSE	45.1	6	0.009966777408637873	0	0
Eisingen	Einzelbewerber Schürer	FALSE	44.3	25	0.011775788977861516	0	0
Erlabrunn	Einzelbewerber Schürer	FALSE	43.5	5	0.003987240829346092	0	0
Estenfeld	Einzelbewerber Schürer	FALSE	44.5	33	0.00905349794238683	0	0
Gaukönigshofen	Einzelbewerber Schürer	FALSE	44.2	18	0.010514018691588784	0	0
Gerbrunn	Einzelbewerber Schürer	FALSE	42.8	42	0.010246401561356429	0	0
Geroldshausen	Einzelbewerber Schürer	FALSE	43.1	10	0.011389521640091117	0	0
Greußenheim	Einzelbewerber Schürer	FALSE	45	15	0.013077593722755012	0	0
Güntersleben	Einzelbewerber Schürer	FALSE	43.1	26	0.008807588075880758	0	0
Hausen b.Würzburg	Einzelbewerber Schürer	FALSE	43.1	22	0.012987012987012988	0	0
Hettstadt	Einzelbewerber Schürer	FALSE	45	31	0.012419871794871794	0	0
Holzkirchen	Einzelbewerber Schürer	FALSE	47.1	5	0.007246376811594203	0	0
Kirchheim	Einzelbewerber Schürer	FALSE	45.3	15	0.010073875083948958	0	0
Kist	Einzelbewerber Schürer	FALSE	45.7	22	0.013040901007705987	0	0
Kleinrinderfeld	Einzelbewerber Schürer	FALSE	44.9	22	0.01661631419939577	0	0
Kürnach	Einzelbewerber Schürer	FALSE	42.8	30	0.009066183136899365	0	0
Leinach	Einzelbewerber Schürer	FALSE	44.4	22	0.010396975425330813	0	0
Margetshöchheim	Einzelbewerber Schürer	FALSE	48	20	0.0089047195013357075	0	0
Markt Bütthard	Einzelbewerber Schürer	FALSE	45.7	11	0.012485811577752554	0	0
Markt Eisenheim	Einzelbewerber Schürer	FALSE	44.3	8	0.008839779005524863	0	0
Markt Frickenhausen a.Main	Einzelbewerber Schürer	FALSE	46.5	9	0.011152416356877323	0	0
Markt Gelchsheim	Einzelbewerber Schürer	FALSE	44.5	10	0.017482517482517484	0	0
Markt Giebelstadt	Einzelbewerber Schürer	FALSE	43.1	36	0.01145402481705377	0	0
Markt Helmstadt	Einzelbewerber Schürer	FALSE	44	15	0.008103727714748784	0	0
Markt Höchberg	Einzelbewerber Schürer	FALSE	46	57	0.00903471231573942	0	0
Markt Neubrunn	Einzelbewerber Schürer	FALSE	44.9	16	0.011034482758620689	0	0
Markt Randersacker	Einzelbewerber Schürer	FALSE	46.3	10	0.004257130693912303	0	0
Markt Reichenberg	Einzelbewerber Schürer	FALSE	45.1	47	0.01655512504402959	0	0
Markt Remlingen	Einzelbewerber Schürer	FALSE	46.2	7	0.006965174129353234	0	0
Markt Rimpar	Einzelbewerber Schürer	FALSE	44.9	53	0.010604241696678672	0	0
Markt Sommerhausen	Einzelbewerber Schürer	FALSE	45	6	0.00435097897026831	0	0
Markt Winterhausen	Einzelbewerber Schürer	FALSE	47.3	12	0.012345679012345678	0	0
Markt Zell a.Main	Einzelbewerber Schürer	FALSE	44.5	33	0.012466943709860219	0	0
Oberpleichfeld	Einzelbewerber Schürer	FALSE	42.5	8	0.010638297872340425	0	0
Prosselsheim	Einzelbewerber Schürer	FALSE	43.1	12	0.014925373134328358	0	0
Riedenheim	Einzelbewerber Schürer	FALSE	46.6	5	0.009191176470588236	0	0
Rottendorf	Einzelbewerber Schürer	FALSE	44.4	39	0.010942760942760943	0	0
Sonderhofen	Einzelbewerber Schürer	FALSE	43.6	7	0.01155115511551155	0	0
Stadt Aub	Einzelbewerber Schürer	FALSE	46.3	10	0.010460251046025104	0	0
Stadt Eibelstadt	Einzelbewerber Schürer	FALSE	46.6	12	0.005507113354749885	0	0
Stadt Ochsenfurt	Einzelbewerber Schürer	FALSE	45.3	69	0.010232834050126057	0	0
Stadt Röttingen	Einzelbewerber Schürer	FALSE	47	15	0.013824884792626729	0	0
Tauberrettersheim	Einzelbewerber Schürer	FALSE	44.1	2	0.0034662045060658577	0	0
Theilheim	Einzelbewerber Schürer	FALSE	43.5	27	0.0166358595194085	0	0
Thüngersheim	Einzelbewerber Schürer	FALSE	45.9	24	0.012658227848101266	0	0
Uettingen	Einzelbewerber Schürer	FALSE	43.5	18	0.015164279696714406	0	0
Unterpleichfeld	Einzelbewerber Schürer	FALSE	42.6	18	0.009104704097116844	0	0
Veitshöchheim	Einzelbewerber Schürer	FALSE	46.5	73	0.012094102054340623	0	0
Waldbrunn	Einzelbewerber Schürer	FALSE	43.4	19	0.009921671018276762	0	0
Waldbüttelbrunn	Einzelbewerber Schürer	FALSE	44.6	32	0.009861325115562404	0	0
Altertheim	Freie Demokratische Partei	FALSE	44	70	0.05259203606311044	84	0.06199261992619926
