(c) Der Bundeswahlleiter, Wiesbaden 2021																	
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0)																	
																	
Ergebnisse nach Wahlkreisen																	
Status:	Endgültig																
Stand:	14.10.2021	15:11															
																	
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM																	
																	
Wahlart	Wahltag	Gebietsart	Gebietsnummer	Gebietsname	UegGebietsart	UegGebietsnummer	Gruppenart	Gruppenname	Gruppenreihenfolge	Stimme	Anzahl	Prozent	VorpAnzahl	VorpProzent	DiffProzent	DiffProzentPkt	Bemerkung
BT	26.09.2021	Land	7	Rheinland-Pfalz	BUND	99	Einzelbewerber/Wählergruppe	Einzelbewerber/Wählergruppe	23	1	9505	0,4087					
BT	26.09.2021	Land	7	Rheinland-Pfalz	BUND	99	System-Gruppe	Übrige	1000	1			5406	0,22986		-0,22986	
BT	26.09.2021	Land	7	Rheinland-Pfalz	BUND	99	System-Gruppe	Übrige	1000	2			4505	0,190687		-0,190687	
BT	26.09.2021	Land	9	Bayern	BUND	99	System-Gruppe	Wahlberechtigte	-4		9517664		9522371		-0,049431		
BT	26.09.2021	Land	9	Bayern	BUND	99	System-Gruppe	Wählende	-3		7608980	79,945877	7441006	78,142366	2,25741	1,803511	
BT	26.09.2021	Land	9	Bayern	BUND	99	System-Gruppe	Ungültige	-2	1	55864	0,734185	69317	0,931554	-19,407937	-0,197369	
BT	26.09.2021	Land	9	Bayern	BUND	99	System-Gruppe	Ungültige	-2	2	37667	0,495033	47796	0,642333	-21,19215	-0,147299	
BT	26.09.2021	Land	9	Bayern	BUND	99	System-Gruppe	Gültige	-1	1	7553116	99,265815	7371689	99,068446	2,461132	0,197369	
BT	26.09.2021	Land	9	Bayern	BUND	99	System-Gruppe	Gültige	-1	2	7571313	99,504967	7393210	99,357667	2,409008	0,147299	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	CSU	1	1	2788048	36,912554	3255487	44,162023	-14,358497	-7,249469	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	CSU	1	2	2402827	31,735935	2869688	38,815183	-16,268702	-7,079248	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	SPD	2	1	1316303	17,427284	1336404	18,128871	-1,504111	-0,701587	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	SPD	2	2	1361242	17,978942	1130931	15,296887	20,364726	2,682055	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	AfD	3	1	634098	8,395184	773542	10,493416	-18,026688	-2,098232	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	AfD	3	2	679915	8,980147	916300	12,393805	-25,797774	-3,413658	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	FDP	4	1	579804	7,676355	477884	6,482693	21,327351	1,193662	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	FDP	4	2	798591	10,547589	751248	10,161324	6,301914	0,386266	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	GRÜNE	5	1	1023735	13,55381	661356	8,971567	54,793334	4,582243	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	GRÜNE	5	2	1067830	14,10363	722116	9,767286	47,875134	4,336344	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	DIE LINKE	6	1	187530	2,482816	384368	5,21411	-51,210819	-2,731294	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	DIE LINKE	6	2	210838	2,784695	450803	6,097527	-53,230569	-3,312832	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	FREIE WÄHLER	7	1	587357	7,776353	250119	3,392967	134,83102	4,383386	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	FREIE WÄHLER	7	2	566880	7,487209	199198	2,694337	184,58117	4,792872	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	ÖDP	8	1	96378	1,276003	119103	1,615681	-19,080124	-0,339678	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	ÖDP	8	2	51124	0,675233	66801	0,903545	-23,468212	-0,228312	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	Tierschutzpartei	9	1	20429	0,270471					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	Tierschutzpartei	9	2	80911	1,068652	66218	0,89566	22,188831	0,172992	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	BP	10	1	36748	0,486528	62622	0,849493	-41,317748	-0,362966	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	BP	10	2	32790	0,433082	58037	0,785004	-43,501559	-0,351922	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	Die PARTEI	11	1	60435	0,800133	13205	0,179131	357,66755	0,621002	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	Die PARTEI	11	2	53876	0,711581	51607	0,698032	4,39669	0,013548	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	PIRATEN	12	1	9150	0,121142	10421	0,141365	-12,196526	-0,020223	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	PIRATEN	12	2	25865	0,341618	26866	0,363387	-3,725899	-0,021769	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	NPD	13	1	447	0,005918	583	0,007909	-23,327616	-0,001991	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	NPD	13	2	5743	0,075852	20611	0,278783	-72,136238	-0,202931	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	V-Partei³	14	1	6678	0,088414					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	V-Partei³	14	2	8331	0,110034	13391	0,181126	-37,786573	-0,071092	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	Gesundheitsforschung	15	1							
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	Gesundheitsforschung	15	2	8524	0,112583	9529	0,128889	-10,546752	-0,016306	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	MLPD	16	1	1258	0,016655	2309	0,031323	-45,51754	-0,014667	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	MLPD	16	2	1251	0,016523	2213	0,029933	-43,470402	-0,01341	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	DKP	17	1							
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	DKP	17	2	1288	0,017012	1213	0,016407	6,183017	0,000605	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	dieBasis	18	1	156556	2,072734					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	dieBasis	18	2	131988	1,743264					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	Bündnis C	19	1	466	0,00617	358	0,004856	30,167598	0,001313	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	Bündnis C	19	2	5574	0,07362					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	III. Weg	20	1							
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	III. Weg	20	2	3544	0,046808					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	du.	21	1	793	0,010499					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	du.	21	2	4200	0,055473					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	LKR	22	1	1861	0,024639					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	LKR	22	2	1806	0,023853					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	Die Humanisten	23	1	1434	0,018986					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	Die Humanisten	23	2	6689	0,088347					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	Team Todenhöfer	24	1	3096	0,04099					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	Team Todenhöfer	24	2	24629	0,325294					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	UNABHÄNGIGE	25	1	1952	0,025844	2458	0,033344	-20,585842	-0,0075	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	UNABHÄNGIGE	25	2	13623	0,179929					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	Volt	26	1	14028	0,185725					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	Volt	26	2	21434	0,283095					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	BüSo	27	1	416	0,005508	2130	0,028894	-80,469484	-0,023387	
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	BüSo	27	2			1284	0,017367		-0,017367	
BT	26.09.2021	Land	9	Bayern	BUND	99	Einzelbewerber/Wählergruppe	Einzelbewerber/Wählergruppe	28	1	24116	0,319285					
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	DiB	29	1							
BT	26.09.2021	Land	9	Bayern	BUND	99	Partei	DiB	29	2			12073	0,163298		-0,163298	
BT	26.09.2021	Land	9	Bayern	BUND	99	System-Gruppe	Übrige	1000	1			19340	0,262355		-0,262355	
BT	26.09.2021	Land	9	Bayern	BUND	99	System-Gruppe	Übrige	1000	2			23083	0,312219		-0,312219	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	System-Gruppe	Wahlberechtigte	-4		7711531		7732597		-0,272431		
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	System-Gruppe	Wählende	-3		5997317	77,77077	6053943	78,2912	-0,935357	-0,520431	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	System-Gruppe	Ungültige	-2	1	54574	0,909974	70712	1,168032	-22,822152	-0,258059	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	System-Gruppe	Ungültige	-2	2	47657	0,794639	60975	1,007195	-21,841738	-0,212556	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	System-Gruppe	Gültige	-1	1	5942743	99,090026	5983231	98,831968	-0,676691	0,258059	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	System-Gruppe	Gültige	-1	2	5949660	99,205361	5992968	98,992805	-0,722647	0,212556	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	CDU	1	1	1767316	29,739062	2350054	39,27734	-24,796792	-9,538279	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	CDU	1	2	1477612	24,835234	2061687	34,401769	-28,329955	-9,566535	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	SPD	2	1	1247455	20,991232	1166668	19,498963	6,924592	1,492269	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	SPD	2	2	1287934	21,647187	982370	16,392045	31,104777	5,255142	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	GRÜNE	3	1	1058334	17,808847	801880	13,402123	31,981593	4,406723	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	GRÜNE	3	2	1022226	17,181251	807205	13,469203	26,637719	3,712048	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	FDP	4	1	711697	11,975901	517512	8,649374	37,522801	3,326527	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	FDP	4	2	908039	15,262032	762008	12,715035	19,163972	2,546996	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	AfD	5	1	561058	9,441061	690128	11,53437	-18,702328	-2,093309	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	AfD	5	2	571336	9,602834	730499	12,189269	-21,788257	-2,586435	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	DIE LINKE	6	1	175691	2,956396	325019	5,432165	-45,944391	-2,47577	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	DIE LINKE	6	2	196874	3,308996	380727	6,352896	-48,289982	-3,0439	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Tierschutzpartei	7	1	21822	0,367204	20756	0,346903	5,135864	0,020301	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Tierschutzpartei	7	2	74702	1,255568	51355	0,856921	45,46198	0,398647	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Die PARTEI	8	1	73115	1,230324	26508	0,443038	175,822393	0,787286	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Die PARTEI	8	2	53597	0,900841	43883	0,732242	22,136135	0,1686	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	FREIE WÄHLER	9	1	143422	2,413397	33732	0,563776	325,180837	1,849622	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	FREIE WÄHLER	9	2	103611	1,741461	42133	0,703041	145,914129	1,03842	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	PIRATEN	10	1	3438	0,057852	11340	0,18953	-69,68254	-0,131678	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	PIRATEN	10	2	21530	0,361869	27205	0,453949	-20,860136	-0,092079	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	ÖDP	11	1	17041	0,286753	18341	0,30654	-7,087945	-0,019787	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	ÖDP	11	2	17637	0,296437	21813	0,363977	-19,144547	-0,067539	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	NPD	12	1			2056	0,034363		-0,034363	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	NPD	12	2	6036	0,101451	15745	0,262725	-61,66402	-0,161273	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	DiB	13	1	2609	0,043902					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	DiB	13	2	5388	0,09056	9241	0,154197	-41,694622	-0,063638	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	MLPD	14	1	3541	0,059585	7045	0,117746	-49,737402	-0,05816	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	MLPD	14	2	2248	0,037784	4276	0,07135	-47,427502	-0,033567	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	DKP	15	1							
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	DKP	15	2	1107	0,018606	1006	0,016786	10,039761	0,00182	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	dieBasis	16	1	127340	2,142782					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	dieBasis	16	2	114919	1,931522					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Bündnis C	17	1	452	0,007606	406	0,006786	11,330049	0,00082	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Bündnis C	17	2	12625	0,212197					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	BÜRGERBEWEGUNG	18	1	1556	0,026183					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	BÜRGERBEWEGUNG	18	2	7491	0,125906					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	BÜNDNIS21	19	1							
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	BÜNDNIS21	19	2	1936	0,03254					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	LKR	20	1	508	0,008548					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	LKR	20	2	1578	0,026523					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Die Humanisten	21	1	4702	0,079122					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Die Humanisten	21	2	6775	0,113872					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Gesundheitsforschung	22	1							
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Gesundheitsforschung	22	2	7059	0,118645					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Team Todenhöfer	23	1							
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Team Todenhöfer	23	2	26780	0,45011					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Volt	24	1	11146	0,187556					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Volt	24	2	20620	0,346574					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	BüSo	25	1	62	0,001043	199	0,003326	-68,844221	-0,002283	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	BüSo	25	2							
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	KlimalisteBW	26	1	3967	0,066754					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	KlimalisteBW	26	2							
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	MENSCHLICHE WELT	27	1	351	0,005906	652	0,010897	-46,165644	-0,004991	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	MENSCHLICHE WELT	27	2			7612	0,127016		-0,127016	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	V-Partei³	28	1	550	0,009255					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	V-Partei³	28	2			7601	0,126832		-0,126832	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Einzelbewerber/Wählergruppe	Einzelbewerber/Wählergruppe	29	1	5570	0,093728					
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Tierschutzallianz	30	1			2012	0,033627		-0,033627	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	Partei	Tierschutzallianz	30	2			13506	0,225364		-0,225364	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	System-Gruppe	Übrige	1000	1			8923	0,149133		-0,149133	
BT	26.09.2021	Land	8	Baden-Württemberg	BUND	99	System-Gruppe	Übrige	1000	2			23096	0,385385		-0,385385	
BT	26.09.2021	Land	10	Saarland	BUND	99	System-Gruppe	Wahlberechtigte	-4		755223		777264		-2,835716		
BT	26.09.2021	Land	10	Saarland	BUND	99	System-Gruppe	Wählende	-3		583963	77,323254	595411	76,603445	-1,922705	0,719809	
BT	26.09.2021	Land	10	Saarland	BUND	99	System-Gruppe	Ungültige	-2	1	10850	1,857994	10008	1,680856	8,413269	0,177139	
BT	26.09.2021	Land	10	Saarland	BUND	99	System-Gruppe	Ungültige	-2	2	10295	1,762954	10153	1,705209	1,398601	0,057745	
BT	26.09.2021	Land	10	Saarland	BUND	99	System-Gruppe	Gültige	-1	1	573113	98,142006	585403	98,319144	-2,099408	-0,177139	
BT	26.09.2021	Land	10	Saarland	BUND	99	System-Gruppe	Gültige	-1	2	573668	98,237046	585258	98,294791	-1,980323	-0,057745	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	CDU	1	1	159323	27,799579	211855	36,189599	-24,796205	-8,390021	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	CDU	1	2	135134	23,556134	189573	32,391356	-28,716642	-8,835222	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	SPD	2	1	208329	36,350423	184511	31,518629	12,908715	4,831794	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	SPD	2	2	213777	37,264934	158895	27,149565	34,53979	10,115369	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	DIE LINKE	3	1	30211	5,271386	65712	11,225088	-54,02514	-5,953701	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	DIE LINKE	3	2	41130	7,169652	75448	12,891409	-45,485632	-5,721756	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	AfD	4	1	56236	9,812376	54587	9,324687	3,020866	0,487688	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	AfD	4	2	57629	10,045706	58920	10,067355	-2,191107	-0,021649	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	FDP	5	1	46793	8,164707	27627	4,719313	69,374163	3,445394	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	FDP	5	2	65945	11,495325	44477	7,599554	48,267644	3,89577	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	Die PARTEI	6	1	13840	2,414882	3950	0,674749	250,379747	1,740133	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	Die PARTEI	6	2	9978	1,739334	7475	1,277214	33,48495	0,462119	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	FREIE WÄHLER	7	1	14936	2,606118	6959	1,188754	114,628539	1,417364	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	FREIE WÄHLER	7	2	11746	2,047526	4825	0,824423	143,440415	1,223103	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	NPD	8	1			947	0,161769		-0,161769	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	NPD	8	2	1375	0,239686	3106	0,530706	-55,730844	-0,29102	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	PIRATEN	9	1			2325	0,397162		-0,397162	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	PIRATEN	9	2	3419	0,595989	2937	0,50183	16,411304	0,094159	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	MLPD	10	1	201	0,035072	572	0,09771	-64,86014	-0,062639	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	MLPD	10	2	357	0,062231	427	0,072959	-16,393443	-0,010728	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	dieBasis	11	1	8982	1,56723					
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	dieBasis	11	2	8116	1,414756					
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	ÖDP	12	1	2872	0,501123					
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	ÖDP	12	2	2531	0,441196					
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	Tierschutzpartei	13	1							
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	Tierschutzpartei	13	2	16231	2,829337					
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	Team Todenhöfer	14	1							
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	Team Todenhöfer	14	2	2281	0,397617					
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	Volt	15	1							
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	Volt	15	2	4019	0,700579					
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	GRÜNE	16	1	31091	5,424934	26116	4,4612	19,049625	0,963733	
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	GRÜNE	16	2			35117	6,00026		-6,00026	
BT	26.09.2021	Land	10	Saarland	BUND	99	Einzelbewerber/Wählergruppe	Einzelbewerber/Wählergruppe	17	1	299	0,052171					
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	V-Partei³	18	1							
BT	26.09.2021	Land	10	Saarland	BUND	99	Partei	V-Partei³	18	2			1614	0,275776		-0,275776	
BT	26.09.2021	Land	10	Saarland	BUND	99	System-Gruppe	Übrige	1000	1			242	0,041339		-0,041339	
BT	26.09.2021	Land	10	Saarland	BUND	99	System-Gruppe	Übrige	1000	2			2444	0,417594		-0,417594	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	System-Gruppe	Wahlberechtigte	-4		231536		228471		1,341527		
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	System-Gruppe	Wählende	-3		180112	77,790063	171914	75,245436	4,768663	2,544627	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	System-Gruppe	Ungültige	-2	1	1537	0,853358	1596	0,928371	-3,696742	-0,075013	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	System-Gruppe	Ungültige	-2	2	1487	0,825597	1449	0,842863	2,622498	-0,017266	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	System-Gruppe	Gültige	-1	1	178575	99,146642	170318	99,071629	4,84799	0,075013	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	System-Gruppe	Gültige	-1	2	178625	99,174403	170465	99,157137	4,786906	0,017266	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	CDU	1	1	41721	23,363293	68120	39,995773	-38,75367	-16,63248	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	CDU	1	2	36421	20,389643	58320	34,212302	-37,549726	-13,822659	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	SPD	2	1	38927	21,798684	47711	28,012894	-18,410849	-6,21421	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	SPD	2	2	45508	25,476837	40388	23,69284	12,677033	1,783997	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	FDP	3	1	12299	6,887302	11147	6,544816	10,334619	0,342486	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	FDP	3	2	19189	10,742617	18955	11,119585	1,234503	-0,376967	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	GRÜNE	4	1	50231	28,128797	17911	10,516211	180,44777	17,612587	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	GRÜNE	4	2	33300	18,642407	22304	13,084211	49,300574	5,558196	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	AfD	5	1	9768	5,469971	10583	6,213671	-7,70103	-0,7437	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	AfD	5	2	10317	5,775787	11653	6,836007	-11,464859	-1,06022	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	DIE LINKE	6	1	6544	3,664567	12144	7,130192	-46,113307	-3,465625	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	DIE LINKE	6	2	7475	4,184745	14002	8,214003	-46,614769	-4,029258	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	Die PARTEI	7	1							
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	Die PARTEI	7	2	1844	1,03233	2100	1,231924	-12,190476	-0,199594	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	FREIE WÄHLER	8	1	2324	1,301414	1947	1,143156	19,363123	0,158258	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	FREIE WÄHLER	8	2	1715	0,960112	1195	0,701024	43,514644	0,259088	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	NPD	9	1							
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	NPD	9	2	138	0,077257	349	0,204734	-60,458453	-0,127477	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	ÖDP	10	1							
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	ÖDP	10	2	132	0,073898	297	0,174229	-55,555556	-0,100331	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	MLPD	11	1							
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	MLPD	11	2	12	0,006718	59	0,034611	-79,661017	-0,027893	
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	dieBasis	12	1	3357	1,879882					
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	dieBasis	12	2	2866	1,604479					
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	DKP	13	1							
BT	26.09.2021	Wahlkreis	1	Flensburg – Schleswig	LAND	1	Partei	DKP	13	2	40	0,022393					
